artist_name,track_name,danceability,energy,instrumentalness,tempo,music_genre
Mr. Probz,Praying To A God - LUKE Remix,0.839,0.621,2.79e-5,120.009,Hip-Hop
Rascal Flatts,Love What You've Done With The Place,0.663,0.668,0,104.035,Country
Key Glock,Maybach,0.956,0.551,0,132.054,Hip-Hop
Keith Urban,Even The Stars Fall 4 U,0.644,0.949,0,130.016,Country
Frank Ocean,Facebook Story,0.632,0.18,0,85.004,Hip-Hop
empty_field,Campus,0.524,0.709,0.193,108.68,Rock
Ralph Vaughan Williams,Williams: The Lark Ascending,0.119,0.0203,0.335,79.887,Classical
Langhorne Slim,Changes,0.668,0.367,0.00521,110.21,Country
empty_field,The Kiss,0.0834,0.0359,0.97,82,Classical
Migos,Hannah Montana,0.901,0.744,7.79e-6,135.95,Hip-Hop
Abstract,I Do This (feat. Roze),0.766,0.655,0,81.997,Hip-Hop
Adventure Club,Need Your Heart (Minnesota Remix) [feat. Kai],0.44,0.838,0.00258,144.895,Electronic
JÃ_hann JÃ_hannsson,"Good Night, Day",0.154,0.119,0.929,135.78,Classical
Jeremih,Imma Star (Everywhere We Are),0.662,0.36,0,147.973,Rap
Giacomo Puccini,"Turandot / Act 3: ""Nessun dorma"" - Live",0.118,0.384,0.00271,66.977,Classical
Breaking Benjamin,Blow Me Away - Soundtrack Version,0.533,0.957,0.00244,99.079,Rap
Edward Elgar,"Pomp & Circumstance, Marches #1,2,3, & 4",0.291,0.335,0.839,114.589,Classical
Isaiah Rashad,A lot,0.775,0.6,1.85e-5,148.032,Hip-Hop
Young Thug,You Said (feat. Quavo),0.577,0.557,0,119.977,Rap
Franz Schubert,"4 Impromptus, Op.90, D.899: No.3 in G Flat Major: Andante",0.254,0.00521,0.919,64.304,Classical
Brothers Osborne,A Little Bit Trouble,0.671,0.54,0.0783,83.994,Rock
Little Feat,Dixie Chicken,0.566,0.669,0.0654,149.702,Rock
Meek Mill,Check,0.672,0.573,0,179.953,Hip-Hop
Janelle MonÃ¡e,Yoga,0.74,0.546,8.41e-5,130.028,Hip-Hop
Waka Flocka Flame,Grove St. Party (feat. Neon Dreams),0.589,0.661,0,143.537,Hip-Hop
Hopsin,Tell'em Who You Got It From,0.775,0.532,0,128.016,Hip-Hop
Trisha Yearwood,X's and O's (Live),0.631,0.656,0,126.782,Country
Johnny Cash,"Jackson (with June Carter Cash) - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",0.639,0.568,1.75e-4,125.725,Country
Brad Paisley,Then,0.493,0.643,2.42e-5,144.717,Rock
David Allan Coe,The Ride,0.531,0.381,2.88e-6,167.117,Rock
Alexandre Tansman,Visit to Israel: IX. Yemenite Cradle Song,0.471,0.0177,0.914,68.814,Classical
David Holmes,Laptops,0.651,0.9,0.8,115.115,Electronic
Upchurch,Burnin,0.527,0.894,0.00286,164.018,Rap
MGMT,Me and Michael,0.628,0.841,0.00332,111.985,Rock
Matt Maeson,Cringe - Stripped,0.539,0.263,0,119.671,Rock
Best Coast,Feeling Ok,0.434,0.932,0.0163,118.973,Rock
Kendrick Lamar,Backseat Freestyle,0.546,0.651,0,77.878,Hip-Hop
Bush,Glycerine - Acoustic,0.648,0.278,0.00728,118.827,Rock
Jamiroquai,Black Crow,0.425,0.483,2.53e-5,147.283,Electronic
Moderat,Slow Match,0.588,0.731,0.179,99.966,Electronic
What So Not,Goh,0.528,0.828,0.256,169.951,Electronic
Claude Debussy,Prelude to the Afternoon of a Faun,0.0832,0.0282,0.871,172.169,Classical
Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",0.5,0.0104,0.949,114.76,Classical
Antonio Vivaldi,"Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro",0.575,0.174,0.898,113.134,Classical
Malaa,Testarosa,0.761,0.698,0.79,119.994,Electronic
Kill The Noise,Dolphin On Wheels,0.725,0.98,0.326,129.97,Electronic
Snails,Russian Roulette,0.589,0.981,3.35e-5,149.956,Electronic
Young Thug,Memo,0.823,0.564,0,131.988,Hip-Hop
Raphael Saadiq,Love That Girl,0.71,0.674,1.73e-5,124.033,Hip-Hop
Jimmy Eat World,Sweetness,0.491,0.888,0,135.253,Rock
Bonobo,Dinosaurs,0.673,0.717,0.669,81.962,Electronic
Wiz Khalifa,It's on You,0.722,0.64,0,150.03,Hip-Hop
Philip Glass,String Quartet No. 5: II.,0.347,0.0227,0.947,118.926,Classical
Ray Price,For the Good Times,0.352,0.204,4.26e-4,83.342,Country
Gustav Mahler,"Symphony No. 1 in D Major ""Titan"": IIa. KrÃ_ftig bewegt, doch nicht zu schnell",0.308,0.192,0.939,173.626,Classical
Van Morrison,Saint Dominic's Preview,0.535,0.551,8.72e-6,79.414,Rock
Jagged Edge,Walked Outta Heaven,0.67,0.616,0,120.129,Hip-Hop
Faith Hill,Cry,0.512,0.645,0,111.015,Country
Wolfgang Amadeus Mozart,"Clarinet Concerto In A, K.622: 1. Allegro - Excerpt",0.316,0.0944,0.339,114.695,Classical
Arnold Schoenberg,"17 Piano Fragments: No. 2, â€”",0.332,0.188,0.929,136.27,Classical
Jason Derulo,If I'm Lucky,0.897,0.634,0,112.048,Rap
Spiderbait,Black Betty - Edit,0.559,0.847,0.447,124.05,Rock
Chris Young,Radio and the Rain,0.581,0.809,0,83.972,Country
Drive-By Truckers,Gravity's Gone,0.563,0.834,0.0505,127.237,Country
Jean-Michel Jarre,"Equinoxe, Pt. 7",0.436,0.522,0.954,162.511,Electronic
Juice WRLD,Fast,0.613,0.607,0,84.994,Rap
RL Grime,UCLA,0.536,0.879,0,140.137,Electronic
empty_field,Ghomrassen,0.312,0.843,0.0583,79.322,Electronic
Kayzo,Wake Up,0.624,0.939,0.00559,160.014,Electronic
Franklin Embry,Fifty,0.737,0.625,0,113.934,Country
Adam Sanders,Burnin' Roses,0.598,0.763,0,147.881,Country
Wolfgang Amadeus Mozart,"Adagio in E Major, K. 261 (Cadenza: Julia Fischer)",0.227,0.0615,0.135,130.616,Classical
Tim McGraw,One Of These Days,0.478,0.267,1.7e-4,71.334,Country
Eminem,Encore/Curtains Down,0.583,0.753,0,173.954,Hip-Hop
Dizzy Wright,Picture Perfect (feat. Eric Bellinger),0.567,0.762,0,114.653,Hip-Hop
SadBoyProlific,Walk Away,0.564,0.374,0,97.387,Rap
Janis Joplin,Piece Of My Heart,0.482,0.883,0.00422,80.687,Rock
Drake,Live From The Gutter,0.823,0.49,1.16e-6,165.949,Rap
The Undercover Dream Lovers,Come Home,0.714,0.57,0.48,95.015,Rock
BROCKHAMPTON,FAKE,0.7,0.435,1.2e-4,125.894,Rap
The Kooks,Ooh La,0.543,0.873,9.45e-5,150.891,Rock
empty_field,Didascalies,0.43,0.138,0.149,104.184,Classical
The Lacs,Willie Nelson,0.72,0.83,0,125.988,Rap
Just A Gent,Future Bass Is Dead,0.583,0.809,0.282,139.878,Electronic
Jo Dee Messina,Lesson In Leavin',0.612,0.804,0,80.771,Country
Nate Dogg,So Fly,0.605,0.602,0,82.261,Hip-Hop
Eddie Rabbitt,I Love a Rainy Night,0.685,0.718,0,131.463,Country
Chris Young,Where I Go When I Drink,0.6,0.32,0,113.817,Country
Future,Servin Killa Kam,0.847,0.661,0.00126,143.979,Hip-Hop
FrÃ©dÃ©ric Chopin,"Chopin: Mazurka in A Minor, Op. 17 No. 4",0.34,0.0572,0.863,69.904,Classical
Eminem,Youâ€™re Never Over,0.691,0.96,0,157.02,Rap
Icon For Hire,Make A Move,0.513,0.83,0,82.982,Rock
Comethazine,NONSENSE,0.639,0.812,0,182.016,Hip-Hop
Robert Schumann,7. TrÃ_umerei,0.416,0.00214,0.917,128.059,Classical
empty_field,Blast,0.786,0.738,0,93.758,Hip-Hop
Frank Ocean,Lens,0.681,0.333,0,118.05,Rap
Ludwig van Beethoven,"Symphony No. 2 in D Major, Op. 36: II. Larghetto (Live)",0.239,0.0125,0.0118,80.475,Classical
FrÃ©dÃ©ric Chopin,"12 Etudes, Op.25: No. 11 in A minor ""Winter Wind""",0.269,0.198,0.876,59.392,Classical
Matthew Sweet,Girlfriend,0.529,0.714,6.26e-6,120.598,Country
Brandon Lay,Yada Yada Yada,0.674,0.705,6.11e-6,95.99,Rock
Travis Tritt,Ten Feet Tall And Bulletproof,0.673,0.794,8.33e-4,135.603,Country
RÃ¶yksopp,Silver Cruiser,0.41,0.527,0.906,80.351,Electronic
The Stone Roses,Sally Cinnamon - Single Mix,0.32,0.594,0,130.476,Electronic
Phora,Fake Smiles,0.461,0.612,0,168.504,Hip-Hop
Coheed and Cambria,A Favor House Atlantic,0.294,0.97,0,166.475,Rock
Whize,Closing My Eyes,0.839,0.237,4.35e-5,133.937,Rap
Rich The Kid,Bring It Back,0.863,0.613,0,85.012,Hip-Hop
The Grass Roots,Two Divided By Love,0.668,0.626,0,123.436,Country
YFN Lucci,Key to the Streets (feat. Migos & Trouble),0.768,0.687,0,140.064,Rap
NF,All I Have,0.668,0.828,7.89e-6,134.942,Rap
Travis Scott,STARGAZING,0.487,0.789,4.05e-6,150.007,Rap
Bryce Dessner,For Marsha P. Johnson,0.138,0.0609,0.88,166.656,Classical
Trina,F**k Boy,0.895,0.519,0,89.026,Hip-Hop
Kenny Chesney,I'm Alive - Live,0.477,0.502,4.41e-6,77.691,Country
Kevin Gates,Me Too,0.726,0.605,0,139.233,Hip-Hop
Gorillaz,She's My Collar (feat. Kali Uchis),0.726,0.815,0.081,140.158,Rock
Lloyd,Southside,0.627,0.411,0,74.94,Hip-Hop
Tim McGraw,Two Lanes Of Freedom,0.499,0.687,1.04e-6,96.004,Country
Franz Liszt,"Liebestraum, S. 541, No. 3",0.2,0.0377,0.907,75.129,Classical
empty_field,THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) (feat. ScHoolboy Q),0.63,0.842,0,84.942,Hip-Hop
Toby Keith,Red Solo Cup,0.549,0.563,0,163.991,Country
Teddy Robb,Lead Me On,0.464,0.688,0,173.793,Country
Luigi Boccherini,La Musica Notturna Della Strade Di Madrid: 4. Passa Calle - Allegro Vivo,0.403,0.16,0.0956,97.495,Classical
Liquid Stranger,Cryo,0.518,0.439,0.749,90.013,Electronic
The Notorious B.I.G.,Big Booty Hoes (feat. Too $hort),0.907,0.837,0,98.965,Hip-Hop
Roddy Ricch,Feed Tha Streets 2 (Intro),0.971,0.614,0,112.994,Rap
Kodak Black,Corrlinks and JPay,0.887,0.517,0,140,Rap
Renee Blair,Gotta Quit Drinkin,0.622,0.634,0,134.942,Country
AminÃ©,STFU2,0.787,0.54,4.97e-4,80.03,Rap
Basement Jaxx,Red Alert (Jaxx Radio Mix),0.645,0.956,0.0013,126.855,Electronic
Ludwig van Beethoven,"11 Bagatelles, Op. 119: No. 4 in A Major",0.426,0.0193,0.875,78.411,Classical
Upchurch,We Don't,0.58,0.908,4.54e-5,140.012,Country
PEEKABOO,Step It Up,0.573,0.628,0.717,104.688,Electronic
Randy Houser,Chasing Down a Good Time,0.693,0.789,0,107.976,Country
Bowling For Soup,Stacy's Mom,0.728,0.801,1.95e-4,119.989,Rock
Liquid Stranger,Zeal,0.548,0.415,0.421,109.961,Electronic
Eric Church,Desperate Man,0.711,0.796,0.0045,109.991,Country
Toby Keith,Huckleberry,0.574,0.389,4.62e-4,83.017,Country
Leprous,The Price,0.37,0.713,0.111,151.966,Classical
Future,Real Sisters,0.78,0.73,0,160.03,Hip-Hop
Dirtcaps,Ride Or Die (feat. Kalibwoy),0.686,0.862,0,154.996,Electronic
The Stone Roses,Made of Stone - Remastered,0.264,0.965,0.165,131.597,Electronic
Linkin Park,LOST IN THE ECHO,0.546,0.98,0,120.037,Rap
Tory Lanez,4 Me,0.369,0.444,0,89.572,Rap
Grizfolk,Hymnals - RAC Mix,0.602,0.819,0.0116,131.966,Rock
Rockie Fresh,Must Be,0.709,0.77,0,138.939,Rap
Daughtry,No Surprise,0.508,0.823,0,95.98,Rock
The Chemical Brothers,Let Forever Be,0.252,0.872,8.79e-6,126.938,Electronic
Dubloadz,Don't Get Spooked (feat. Virtual Riot),0.573,0.937,2.06e-4,111.53,Electronic
Riot Ten,Hit The Floor,0.471,0.945,0.0192,149.906,Electronic
John Lennon,Hold On - Remastered 2010,0.684,0.21,0.031,83.383,Rock
Daft Punk,Revolution 909,0.745,0.716,0.846,126.527,Electronic
3LAU,The Night - Ak9 Remix,0.687,0.833,0.445,125.94,Electronic
Atlas Genius,All These Girls,0.655,0.838,0,148.018,Rock
Rascal Flatts,Here,0.43,0.79,0,163.881,Country
The Beatles,Please Please Me - Remastered 2009,0.527,0.48,0,139.388,Rock
Flosstradamus,MVP - NGHTMRE Remix,0.625,0.853,0,144.023,Electronic
Foster The People,Worst Nites,0.741,0.752,0.00165,114.02,Rock
Russ,Yung God,0.548,0.75,0,192.159,Rap
Darius Rucker,Homegrown Honey,0.658,0.913,0,87.967,Rock
2 Chainz,Money In The Way,0.79,0.793,2.14e-6,85.006,Hip-Hop
Lil Durk,Treacherous,0.734,0.533,0,150.742,Hip-Hop
Adventure Club,Ghosts,0.533,0.56,1.94e-5,77.554,Electronic
empty_field,Okay - Blush Remix,0.636,0.864,0.00391,150.099,Electronic
empty_field,I Ain't Her Cowboy Anymore,0.391,0.447,3.45e-4,135.649,Country
Vigiland,Be Your Friendâ€¬â€¬,0.6,0.754,0,128.044,Rap
Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216 - Cadenza: Giovanni Sollima: 2. Adagio",0.208,0.0219,0.202,100.872,Classical
Bassnectar,Window Seat (feat. Double You),0.531,0.742,0.232,179.99,Electronic
empty_field,"Sonata No. 11 In B-flat Major, Op. 22: III. Menuetto",0.327,0.0386,0.9,115.038,Classical
Daniel Avery,Drone Logic,0.648,0.712,0.843,114.027,Electronic
Gramatik,Friday,0.871,0.843,0.697,97.013,Electronic
Jennifer Higdon,An Exaltation of Larks,0.267,0.155,0.538,140.965,Classical
Wallows,Sun Tan,0.465,0.905,0.00424,108.922,Rock
Upchurch,The Old Days (feat. Justin Adams),0.625,0.538,0,130.07,Country
Ty Dolla $ign,Lil Favorite (feat. MadeinTYO),0.689,0.769,0,156.074,Hip-Hop
Journey,Separate Ways (Worlds Apart),0.451,0.962,3.17e-6,131.435,Rock
Molly Hatchet,Gator Country,0.434,0.78,0.205,95.388,Country
Flatbush Zombies,Aries (feat. Deadcuts),0.754,0.373,3.76e-5,136.714,Hip-Hop
$uicideBoy$,INTROVERSION 2.0,0.693,0.737,0,112.034,Rap
Mr. Carmack,Grind (Lex),0.469,0.547,0.463,169.119,Electronic
Rae Sremmurd,Unlock The Swag,0.92,0.541,1.89e-5,113.976,Hip-Hop
empty_field,If My Name Was Whiskey,0.591,0.463,0,85.986,Country
Aaron Watson,Outta Style,0.617,0.886,1.35e-5,124.979,Country
Playboi Carti,Top (feat. Pi'erre Bourne),0.955,0.518,0,130.003,Rap
Ryan Caraveo,Ten Times,0.807,0.441,0,140.236,Hip-Hop
The Band CAMINO,Berenstein,0.418,0.72,1.08e-4,134.937,Rock
Childish Gambino,Bonfire,0.506,0.745,0,161.808,Rap
Supertramp,Give A Little Bit,0.531,0.818,0.0096,90.767,Rock
Bobby Brown,My Prerogative,0.762,0.625,0,110.163,Hip-Hop
Wolfgang Amadeus Mozart,Sonate Opus KV 331 - Menuetto - Violin Version,0.229,0.186,0.92,89.41,Classical
DJ Koze,Illumination,0.447,0.541,0.0211,119.567,Electronic
Obie Trice,Shit Hits The Fan,0.79,0.906,0.00679,91.979,Rap
Bleachers,I Miss Those Days,0.653,0.817,3.46e-6,125.018,Rock
Ryuichi Sakamoto,First Dream,0.069,0.0326,0.452,77.594,Classical
Roddy Ricch,Cream,0.894,0.625,0,150.026,Rap
NF,Only One,0.664,0.846,3.12e-4,118.058,Hip-Hop
Ben Rector,Love Like This,0.637,0.129,0,139.742,Rock
Matanza,Chichera,0.893,0.531,0.302,125.986,Electronic
The xx,On Hold,0.723,0.669,0.192,125.051,Rock
Jauz,Higher - The Prototypes Remix,0.575,0.944,0.0804,174.061,Electronic
Wolfgang Amadeus Mozart,II. Andante cantabile,0.171,0.0176,0.0552,92.953,Classical
Wolfgang Amadeus Mozart,"Symphony No. 40 in G Minor, K. 550: Symphony No. 40 in G Minor, K. 550: II. Andante",0.29,0.00534,0.00225,100.62,Classical
Mandisa,Bleed The Same,0.629,0.69,0,102.036,Rock
empty_field,"Ballade No.1 In G Minor, Op.23",0.335,0.126,0.907,64.706,Classical
Gunna,Style Stealer (Lil Baby & Gunna),0.802,0.527,1.83e-4,155.994,Rap
Shy Glizzy,White Girl,0.698,0.793,0,129.948,Hip-Hop
Gustav Mahler,"Songs from ""Des Knaben Wunderhorn"": 5. Das irdische Leben",0.413,0.155,0.00775,113.156,Classical
The Weeknd,Losers,0.666,0.485,6.03e-4,91.009,Rap
Chris Stapleton,Parachute,0.642,0.762,5.72e-5,113.038,Country
Colt Ford,Dancinâ€™ While Intoxicated (DWI) [feat. LoCash Cowboys & Redneck Social Club],0.831,0.743,0,127.958,Country
NOÃ‹P,Rooftop,0.793,0.648,9.88e-6,120.017,Electronic
Jimmie Allen,Back of Your Mind,0.554,0.788,0,159.857,Country
2Pac,Holla At Me,0.721,0.929,0,102.006,Rap
Rend Collective,Counting Every Blessing,0.55,0.681,0,89.989,Rock
Florida Georgia Line,This Is How We Roll,0.555,0.931,0,132.085,Country
Playboi Carti,Choppa Won't Miss (feat. Young Thug),0.858,0.661,0,163.056,Rap
Elle King,America's Sweetheart,0.528,0.928,5.69e-6,128.009,Rock
EARTHGANG,Monday,0.679,0.485,0,76.416,Hip-Hop
empty_field,I Got U,0.888,0.557,0,142.032,Hip-Hop
DJ Khaled,Top Off,0.573,0.591,0,86.721,Hip-Hop
Howard Shore,Khazad-dÃ»m,0.0969,0.291,0.914,80.065,Classical
Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125 - ""Choral"": 1. Allegro ma non troppo, un poco maestoso - Live",0.297,0.141,0.908,134.182,Classical
Sammy Hagar,I Can't Drive 55,0.531,0.625,4.34e-5,133.763,Rock
Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: V. Menuets I & II",0.315,0.0696,0.879,127.781,Classical
Kenny Chesney,Ain't Back Yet,0.602,0.944,0.00256,106.958,Country
Luke Bryan,Corner Booth,0.502,0.88,0,156.018,Country
empty_field,"Piano Sonata No. 14 in C Minor, K. 457: 1. Molto allegro",0.421,0.073,0.864,95.562,Classical
Kemba,Exhale (feat. Smino),0.538,0.497,2.04e-4,127.062,Hip-Hop
Hector Berlioz,"L'enfance du Christ, Op. 25, H. 130, Pt. 2 ""La fuite en Ã‰gypte"": Il s'en va loin de la terre",0.093,0.0327,0.946,86.577,Classical
Kevin Fowler,Pound Sign,0.673,0.83,0,120.981,Country
Brandon Lay,Wilder Horses,0.639,0.653,0,102.974,Country
Interpol,All The Rage Back Home,0.288,0.907,0.579,84.483,Rock
Moby,Blue Paper,0.472,0.296,0.762,84.983,Electronic
Meek Mill,Fuck That Check Up (feat. Lil Uzi Vert),0.861,0.715,0,148.971,Hip-Hop
Trans-Siberian Orchestra,O Come All Ye Faithful / O Holy Night (Instrumental) - Remastered,0.127,0.548,0.337,168.704,Classical
Kayzo,Before The Storm,0.516,0.813,2.44e-4,89.969,Electronic
LOUDPVCK,Tony (feat. Nipsey Hussle),0.793,0.933,0.424,140.043,Electronic
Bryson Tiller,Intro (Difference),0.417,0.708,6.19e-6,105.988,Rap
Wolfgang Amadeus Mozart,"Piano Concerto No. 4 in G Major, K. 41: III. Molto allegro",0.386,0.184,0.922,140.532,Classical
Philip Glass,In the Upper Room: Dance VIII,0.351,0.173,0.955,168.342,Classical
The Charlie Daniels Band,Uneasy Rider '88,0.771,0.632,9.17e-6,107.308,Country
RL Grime,Pressure,0.518,0.989,0.755,94.005,Electronic
empty_field,Accidentally In Love,0.554,0.923,1.51e-5,137.939,Rock
Dylan Scott,Passenger Seat,0.509,0.679,0,146.039,Country
empty_field,Somebody Else Will,0.488,0.744,0,180.007,Rock
Wolfgang Amadeus Mozart,"Mozart: Piano Concerto No. 25 in C Major, K. 503: III. Allegretto",0.3,0.109,0.907,88.945,Classical
Tosca,Swimswimswim,0.903,0.545,0.00492,120.017,Electronic
$uicideBoy$,Magazine,0.883,0.897,0.0011,119.999,Hip-Hop
Rainbow Kitten Surprise,Run,0.544,0.625,0.00657,75.243,Rock
George Strait,Unwound,0.722,0.453,1.43e-6,139.314,Country
Jessie J,Masterpiece,0.661,0.733,0,143.92,Rap
empty_field,Freaky with You,0.697,0.624,0,132.469,Hip-Hop
Ghastly,Control,0.418,0.925,0.559,149.724,Electronic
Reykon,El Chisme,0.723,0.929,0,92.964,Hip-Hop
Quincy Porter,String Quartet No. 8: Adagio molto espressivo,0.173,0.0991,0.775,114.268,Classical
Hammerfall,My Sharona,0.547,0.873,0.0242,145.058,Classical
The Jesus and Mary Chain,Just Like Honey,0.341,0.552,0.616,121.361,Rock
GAS,Pop 4,0.479,0.744,0.845,119.463,Electronic
Carly Simon,Nobody Does It Better,0.368,0.403,7.66e-6,135.384,Rock
empty_field,Big River,0.632,0.559,1.03e-4,182.942,Country
Jason Isbell and the 400 Unit,Decoration Day - Live,0.213,0.437,9.91e-4,55.956,Country
Van Halen,Everybody Wants Some!! - 2015 Remaster Audio; 2015 Remaster,0.528,0.769,0.029,144.84,Rock
Buckethead,Siege Engine,0.478,0.904,0.734,101.005,Classical
Willie Nelson,I'm So Lonesome I Could Cry,0.503,0.305,1e-5,99.26,Country
Paul Oakenfold,Otherside [Mix Cut] - 2012 Official Mix,0.604,0.767,0.17,128.012,Electronic
Kid Cudi,Just What I Am,0.653,0.949,0,140.002,Hip-Hop
Naughty By Nature,O.P.P. (Re-Recorded),0.765,0.867,0,97.746,Hip-Hop
Johann Sebastian Bach,"Cello Suite No. 3 in C Major, BWV 1009: VI. Gigue",0.359,0.18,0.823,111.766,Classical
Gabriel Kahane,Griffith Park (2800 E. Observatory Ave.),0.669,0.389,1.61e-5,101.99,Classical
RayRay,Marijade,0.583,0.888,2.12e-4,77.027,Electronic
Nicki Minaj,Bed Of Lies,0.715,0.67,0,86.01,Rap
Young MC,Bust A Move,0.946,0.772,2.26e-6,116.972,Rap
Digitalism,Circles,0.421,0.943,0.00335,140.018,Electronic
Ludwig van Beethoven,"Piano Trio No. 5 in D Major, Op. 70 No. 1 ""Ghost"": I. Allegro vivace e con brio",0.228,0.148,0.0287,144.186,Classical
Yellow Claw,Kaolo Pt. 3,0.542,0.913,0.565,150.047,Electronic
Jacquees,Inside feat. Trey Songz,0.71,0.578,0,125.969,Rap
Christine D'Clario,Como Dijiste,0.499,0.655,0,146.877,Rap
Jason Derulo,Trumpets,0.635,0.691,0,82.142,Hip-Hop
Led Zeppelin,Fool in the Rain,0.539,0.866,0.00414,130.345,Rock
Skillet,Feel Invincible,0.603,0.886,0,126.025,Rock
Racket County,Snakes in the Grass,0.723,0.844,1.69e-5,82.027,Country
Tyga,Act Ghetto,0.865,0.655,4.71e-4,85.988,Rap
Ryan Hurd,Diamonds or Twine,0.621,0.568,1.65e-6,148.047,Country
Boombox Cartel,People I Know (feat. Panama),0.64,0.799,5.4e-6,111.992,Electronic
Cody Johnson,Doubt Me Now,0.54,0.744,0,150.977,Country
Gwen Stefani,The Sweet Escape,0.755,0.765,0,119.954,Rock
Jimmie Allen,Happy Hour - Slower Lower Sessions,0.583,0.873,0,108.051,Country
Tom Walker,Dominoes,0.6,0.611,0,160.07,Rock
Drake,Diamonds Dancing,0.467,0.358,3.73e-5,136.02,Rap
Elton John,Funeral For A Friend / Love Lies Bleeding - Remastered 2014,0.403,0.764,0.17,138.725,Rock
Johann Sebastian Bach,"Violin Sonata No. 1 in G Minor, BWV 1001: IV. Presto",0.38,0.181,0.777,127.52,Classical
Grandtheft,She Knows (feat. Just Chase),0.668,0.763,7.95e-5,111.993,Electronic
Dream Evil,My Number One,0.563,0.931,0.00189,124.965,Classical
Johannes Brahms,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto (Recorded 1956)",0.169,0.0346,0.893,136.792,Classical
Kings of Leon,The End,0.332,0.586,0.0108,79.787,Rock
Tim McGraw,Down On The Farm,0.721,0.735,0,127.575,Country
Mac Miller,Brand Name,0.385,0.71,7.24e-6,148.385,Hip-Hop
Kelpe,After Gold,0.616,0.525,0.615,106.749,Electronic
Yo Gotti,Save It for Me,0.673,0.683,0,158.026,Hip-Hop
Nas,Cherry Wine,0.7,0.843,0,96.124,Hip-Hop
Yella Beezy,Stevie Wonder,0.821,0.634,0,129.92,Rap
Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: Sarabande",0.14,0.0544,0.935,85.901,Classical
Kayzo,Avalanche,0.492,0.884,1.28e-4,160.042,Electronic
Adam Doleac,Famous,0.736,0.423,0,94.919,Country
KAYTRANADA,WEIGHT OFF,0.65,0.495,0.723,80.032,Hip-Hop
50 Cent,Too Rich For The Bitch,0.841,0.415,0,128.085,Hip-Hop
The Gibson Brothers,Cuba,0.679,0.896,0.339,121.919,Electronic
Zac Brown Band,2 Places at 1 Time,0.33,0.488,0,171.63,Country
Jauz,Soldier,0.683,0.68,0,145.042,Electronic
Gucci Mane,Outta Proportion,0.939,0.373,0,119.953,Rap
Tony! Toni! TonÃ©!,Whatever You Want,0.698,0.665,0,77.973,Hip-Hop
DJ Koze,This Is My Rock,0.608,0.448,7.67e-5,121.406,Electronic
SahalÃ©,Magharibi - Satori Remix,0.76,0.646,0.856,112.499,Electronic
Alison Wonderland,Easy - Billon Remix,0.712,0.739,1.99e-4,124.991,Electronic
Wolfgang Amadeus Mozart,"Die EntfÃ_hrung aus dem Serail, K. 384, Act I: Hier soll ich dich denn sehen",0.297,0.0471,0,83.325,Classical
Leopold Godowsky,"Study No. 44 in F Minor on trois nouvelle Ã©tudes No. 1, B. 130 (Left Hand Alone)",0.189,0.0772,0.884,86.651,Classical
Yung Simmie,Easy,0.948,0.465,0,119.962,Hip-Hop
empty_field,Cinematic,0.657,0.885,1.4e-6,122.006,Country
NF,Outcast,0.789,0.755,0,130.025,Rap
Thundercat,Oh Sheit It's X,0.632,0.681,0.0194,122.979,Hip-Hop
Paris,CRUSHIN (feat. Travis Barker),0.498,0.885,8.47e-6,129.996,Rap
Brett Young,Not Over You - Recorded at Sound Stage Studios Nashville,0.598,0.808,0,141.913,Country
2Pac,Got My Mind Made Up,0.813,0.897,0.00106,93.029,Rap
Jason Mraz,Have It All,0.643,0.638,0,82.001,Rock
Alfred Brendel,"Sonata for Piano No. 21 in C Major, Op. 53 ""Waldstein"": I. Allegro",0.382,0.126,0.924,77.441,Classical
Crucifix,Sidewayz,0.677,0.512,0,152.032,Rap
empty_field,"BolÃ©ro, M.81",0.279,0.254,0.943,65.061,Classical
Laura Branigan,Gloria - LP Single Version,0.775,0.866,0.0376,131.34,Rock
LiSA,Crossing Field,0.447,0.983,0,179.072,Rock
FrÃ©dÃ©ric Chopin,"Fantasy-impromptu in C-Sharp Minor, Op. Posth. 66",0.208,0.0704,0.893,70.327,Classical
Upchurch,Johnny Cash,0.828,0.587,2.07e-6,149.907,Country
Steve Wariner,Life's Highway,0.661,0.391,0,99.304,Country
Ã‘ejo & Dalmata,Pasarela,0.805,0.814,6.47e-6,95.016,Hip-Hop
Johann Sebastian Bach,"Come, Sweet Death, Come Blessed Rest, BWV 478 [Live at iTunes Festival 2014]",0.0667,0.309,0.00189,74.84,Classical
Mac Miller,Rush Hour,0.602,0.472,0,163.817,Hip-Hop
Tim McGraw,Kill Myself,0.574,0.557,2.64e-5,152.104,Country
